Timestamp,RL_Signal,Close,Cash,Holdings,Portfolio_RL
2020-12-31 00:00:00+05:30,-1,46.05,11312.549999999997,0,11312.549999999997
2021-01-01 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-02 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-03 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-04 00:00:00+05:30,-1,46.05,11312.549999999997,0,11312.549999999997
2021-01-05 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-06 00:00:00+05:30,-1,46.05,11312.549999999997,0,11312.549999999997
2021-01-07 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-08 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-09 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-10 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-11 00:00:00+05:30,1,46.05,30.299999999997453,245,11312.549999999997
2021-01-12 00:00:00+05:30,-1,46.05,11312.549999999997,0,11312.549999999997
2021-01-13 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-14 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-15 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-16 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-17 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-18 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-19 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-20 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-01-21 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-22 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-23 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-01-24 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-01-25 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-26 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-27 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-28 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-29 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-30 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-01-31 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-01 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-02 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-03 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-04 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-05 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-06 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-02-07 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-02-08 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-09 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-10 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-11 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-12 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-13 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-02-14 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-15 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-16 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-17 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-18 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-19 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-20 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-21 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-22 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-23 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-24 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-25 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-26 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-27 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-02-28 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-01 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-02 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-03 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-04 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-05 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-06 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-07 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-08 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-09 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-10 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-11 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-12 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-13 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-14 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-15 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-16 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-03-17 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-18 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-19 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-03-20 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-21 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-22 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-23 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-24 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-25 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-26 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-27 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-28 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-29 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-03-30 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-03-31 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-01 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-02 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-03 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-04 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-04-05 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-06 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-07 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-04-08 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-09 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-10 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-11 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-04-12 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-13 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-14 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-04-15 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-16 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-17 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-18 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-19 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-20 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-21 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-22 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-23 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-04-24 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-25 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-26 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-27 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-28 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-29 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-04-30 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-01 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-02 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-03 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-04 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-05 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-06 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-07 00:00:00+05:30,-1,47.0,11312.549999999997,0,11312.549999999997
2021-05-08 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-09 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-10 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-11 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-12 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-13 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-14 00:00:00+05:30,1,47.0,32.54999999999745,240,11312.549999999997
2021-05-15 00:00:00+05:30,-1,47.25,11372.549999999997,0,11372.549999999997
2021-05-16 00:00:00+05:30,1,47.25,32.54999999999745,240,11372.549999999997
2021-05-17 00:00:00+05:30,1,47.25,32.54999999999745,240,11372.549999999997
2021-05-18 00:00:00+05:30,1,47.25,32.54999999999745,240,11372.549999999997
2021-05-19 00:00:00+05:30,1,47.25,32.54999999999745,240,11372.549999999997
2021-05-20 00:00:00+05:30,1,47.5,32.54999999999745,240,11432.549999999997
2021-05-21 00:00:00+05:30,1,47.45,32.54999999999745,240,11420.549999999997
2021-05-22 00:00:00+05:30,1,47.5,32.54999999999745,240,11432.549999999997
2021-05-23 00:00:00+05:30,1,47.5,32.54999999999745,240,11432.549999999997
2021-05-24 00:00:00+05:30,1,47.5,32.54999999999745,240,11432.549999999997
2021-05-25 00:00:00+05:30,1,46.9,32.54999999999745,240,11288.549999999997
2021-05-26 00:00:00+05:30,1,48.0,32.54999999999745,240,11552.549999999997
2021-05-27 00:00:00+05:30,1,48.1,32.54999999999745,240,11576.549999999997
2021-05-28 00:00:00+05:30,1,48.1,32.54999999999745,240,11576.549999999997
2021-05-29 00:00:00+05:30,-1,48.1,11576.549999999997,0,11576.549999999997
2021-05-30 00:00:00+05:30,1,48.1,32.54999999999745,240,11576.549999999997
2021-05-31 00:00:00+05:30,1,48.1,32.54999999999745,240,11576.549999999997
2021-06-01 00:00:00+05:30,1,48.1,32.54999999999745,240,11576.549999999997
2021-06-02 00:00:00+05:30,1,48.1,32.54999999999745,240,11576.549999999997
2021-06-03 00:00:00+05:30,1,48.1,32.54999999999745,240,11576.549999999997
2021-06-04 00:00:00+05:30,1,48.1,32.54999999999745,240,11576.549999999997
2021-06-05 00:00:00+05:30,-1,48.0,11552.549999999997,0,11552.549999999997
2021-06-06 00:00:00+05:30,1,48.0,32.54999999999745,240,11552.549999999997
2021-06-07 00:00:00+05:30,1,48.0,32.54999999999745,240,11552.549999999997
2021-06-08 00:00:00+05:30,1,48.0,32.54999999999745,240,11552.549999999997
2021-06-09 00:00:00+05:30,-1,48.0,11552.549999999997,0,11552.549999999997
2021-06-10 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-11 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-12 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-13 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-14 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-15 00:00:00+05:30,-1,48.15,11552.549999999997,0,11552.549999999997
2021-06-16 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-17 00:00:00+05:30,-1,48.15,11552.549999999997,0,11552.549999999997
2021-06-18 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-19 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-20 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-21 00:00:00+05:30,1,48.15,44.69999999999709,239,11552.549999999997
2021-06-22 00:00:00+05:30,-1,45.4,10895.299999999997,0,10895.299999999997
2021-06-23 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-06-24 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-06-25 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-06-26 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-06-27 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-06-28 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-06-29 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-06-30 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-01 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-07-02 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-03 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-04 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-07-05 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-06 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-07-07 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-08 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-09 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-10 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-11 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-12 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-13 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-14 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-15 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-16 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-17 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-18 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-19 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-20 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-21 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-22 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-23 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-24 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-25 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-26 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-27 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-07-28 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-29 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-30 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-07-31 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-01 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-08-02 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-03 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-04 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-05 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-06 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-07 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-08 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-08-09 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-10 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-11 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-08-12 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-08-13 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-14 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-15 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-16 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-17 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-18 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-19 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-08-20 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-21 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-22 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-23 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-08-24 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-08-25 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-26 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-27 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-28 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-29 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-08-30 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-08-31 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-01 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-09-02 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-03 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-04 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-05 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-09-06 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-09-07 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-08 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-09 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-10 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-11 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-12 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-09-13 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-14 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-15 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-16 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-17 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-18 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-19 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-20 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-21 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-22 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-23 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-24 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-25 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-26 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-27 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-28 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-29 00:00:00+05:30,1,52.0,27.299999999997453,209,10895.299999999997
2021-09-30 00:00:00+05:30,-1,52.0,10895.299999999997,0,10895.299999999997
2021-10-01 00:00:00+05:30,1,51.4,49.89999999999782,211,10895.299999999997
2021-10-02 00:00:00+05:30,1,51.4,49.89999999999782,211,10895.299999999997
2021-10-03 00:00:00+05:30,1,51.4,49.89999999999782,211,10895.299999999997
2021-10-04 00:00:00+05:30,1,51.4,49.89999999999782,211,10895.299999999997
2021-10-05 00:00:00+05:30,-1,51.4,10895.299999999997,0,10895.299999999997
2021-10-06 00:00:00+05:30,1,51.4,49.89999999999782,211,10895.299999999997
2021-10-07 00:00:00+05:30,1,55.0,49.89999999999782,211,11654.899999999998
2021-10-08 00:00:00+05:30,1,45.5,4.399999999997817,212,9650.399999999998
2021-10-09 00:00:00+05:30,1,54.0,4.399999999997817,212,11452.399999999998
2021-10-10 00:00:00+05:30,1,54.0,4.399999999997817,212,11452.399999999998
2021-10-11 00:00:00+05:30,1,54.0,4.399999999997817,212,11452.399999999998
2021-10-12 00:00:00+05:30,1,64.8,4.399999999997817,212,13741.999999999996
2021-10-13 00:00:00+05:30,1,77.75,4.399999999997817,212,16487.399999999998
2021-10-14 00:00:00+05:30,1,85.45,4.399999999997817,212,18119.8
2021-10-15 00:00:00+05:30,1,82.0,4.399999999997817,212,17388.399999999998
2021-10-16 00:00:00+05:30,1,82.0,4.399999999997817,212,17388.399999999998
2021-10-17 00:00:00+05:30,-1,82.0,17388.399999999998,0,17388.399999999998
2021-10-18 00:00:00+05:30,1,82.0,4.399999999997817,212,17388.399999999998
2021-10-19 00:00:00+05:30,1,82.95,4.399999999997817,212,17589.8
2021-10-20 00:00:00+05:30,1,77.55,4.399999999997817,212,16444.999999999996
2021-10-21 00:00:00+05:30,1,77.55,4.399999999997817,212,16444.999999999996
2021-10-22 00:00:00+05:30,1,77.9,4.399999999997817,212,16519.2
2021-10-23 00:00:00+05:30,1,79.15,4.399999999997817,212,16784.2
2021-10-24 00:00:00+05:30,1,79.15,4.399999999997817,212,16784.2
2021-10-25 00:00:00+05:30,1,79.15,4.399999999997817,212,16784.2
2021-10-26 00:00:00+05:30,1,78.0,4.399999999997817,212,16540.399999999998
2021-10-27 00:00:00+05:30,1,72.0,4.399999999997817,212,15268.399999999998
2021-10-28 00:00:00+05:30,1,65.1,4.399999999997817,212,13805.599999999997
2021-10-29 00:00:00+05:30,1,65.1,4.399999999997817,212,13805.599999999997
2021-10-30 00:00:00+05:30,-1,58.6,12427.599999999999,0,12427.599999999999
2021-10-31 00:00:00+05:30,-1,58.6,12427.599999999999,0,12427.599999999999
2021-11-01 00:00:00+05:30,1,58.6,4.399999999997817,212,12427.599999999999
2021-11-02 00:00:00+05:30,1,61.35,4.399999999997817,212,13010.599999999999
2021-11-03 00:00:00+05:30,-1,62.95,13349.8,0,13349.8
2021-11-04 00:00:00+05:30,1,62.95,4.399999999997817,212,13349.8
2021-11-05 00:00:00+05:30,1,62.95,4.399999999997817,212,13349.8
2021-11-06 00:00:00+05:30,1,62.95,4.399999999997817,212,13349.8
2021-11-07 00:00:00+05:30,-1,62.95,13349.8,0,13349.8
2021-11-08 00:00:00+05:30,1,62.95,4.399999999997817,212,13349.8
2021-11-09 00:00:00+05:30,1,62.95,4.399999999997817,212,13349.8
2021-11-10 00:00:00+05:30,1,59.85,4.399999999997817,212,12692.599999999999
2021-11-11 00:00:00+05:30,1,59.85,4.399999999997817,212,12692.599999999999
2021-11-12 00:00:00+05:30,1,59.85,4.399999999997817,212,12692.599999999999
2021-11-13 00:00:00+05:30,-1,62.75,13307.399999999998,0,13307.399999999998
2021-11-14 00:00:00+05:30,1,62.75,4.399999999997817,212,13307.399999999998
2021-11-15 00:00:00+05:30,1,62.75,4.399999999997817,212,13307.399999999998
2021-11-16 00:00:00+05:30,1,60.25,4.399999999997817,212,12777.399999999998
2021-11-17 00:00:00+05:30,1,63.2,4.399999999997817,212,13402.8
2021-11-18 00:00:00+05:30,-1,63.2,13402.8,0,13402.8
2021-11-19 00:00:00+05:30,1,60.15,49.5,222,13402.8
2021-11-20 00:00:00+05:30,1,60.15,49.5,222,13402.8
2021-11-21 00:00:00+05:30,1,60.15,49.5,222,13402.8
2021-11-22 00:00:00+05:30,1,60.15,49.5,222,13402.8
2021-11-23 00:00:00+05:30,1,57.25,49.5,222,12759.0
2021-11-24 00:00:00+05:30,1,57.25,49.5,222,12759.0
2021-11-25 00:00:00+05:30,1,57.25,49.5,222,12759.0
2021-11-26 00:00:00+05:30,1,57.25,49.5,222,12759.0
2021-11-27 00:00:00+05:30,-1,55.2,12303.900000000001,0,12303.900000000001
2021-11-28 00:00:00+05:30,1,55.2,49.5,222,12303.900000000001
2021-11-29 00:00:00+05:30,1,55.2,49.5,222,12303.900000000001
2021-11-30 00:00:00+05:30,1,54.4,49.5,222,12126.3
2021-12-01 00:00:00+05:30,1,54.5,49.5,222,12148.5
2021-12-02 00:00:00+05:30,1,52.85,49.5,222,11782.2
2021-12-03 00:00:00+05:30,1,52.5,49.5,222,11704.5
2021-12-04 00:00:00+05:30,1,52.5,49.5,222,11704.5
2021-12-05 00:00:00+05:30,-1,52.5,11704.5,0,11704.5
2021-12-06 00:00:00+05:30,1,52.5,49.5,222,11704.5
2021-12-07 00:00:00+05:30,-1,53.35,11893.2,0,11893.2
2021-12-08 00:00:00+05:30,-1,53.45,11893.2,0,11893.2
